Duration,Activity,Revenue,Source
10.6,4,0,GoogleSearch
71.7,10,7.3,GoogleSearch
1,1,0,GoogleAdWord
13.6,2,0,GoogleSearch
10.2,4,0,GoogleSearch
12,1,0,GoogleSearch
8.6,2,0,GoogleSearch
9.3,2,0,GoogleSearch
8.9,2,2.9,GoogleSearch
7.8,2,0,GoogleSearch
9.1,2,0,GoogleSearch
5,2,0,GoogleSearch
7.1,2,0,GoogleSearch
8.7,3,0,GoogleSearch
8.9,3,0,GoogleSearch
11.5,2,0,GoogleSearch
8.1,2,0,GoogleSearch
7.9,3,0,GoogleSearch
8.4,2,0,GoogleSearch
11.3,1,0,GoogleSearch
85.3,4,21.4,GoogleSearch
9.9,2,3,GoogleSearch
11.4,2,3.2,GoogleSearch
9.1,2,0,GoogleSearch
6.7,4,0,GoogleSearch
12.2,2,0,GoogleSearch
12.3,3,0,GoogleSearch
8.5,2,0,GoogleSearch
12.6,1,0,GoogleSearch
9.6,1,0,GoogleSearch
8.8,3,0,GoogleSearch
5.4,4,0,GoogleSearch
10.1,3,0,GoogleSearch
7.2,4,0,GoogleSearch
11.3,2,0,GoogleSearch
11.2,4,5.2,GoogleSearch
9.1,3,0,GoogleSearch
10.5,3,4.1,GoogleSearch
25,1,0,GoogleAdWord
13.1,1,0,GoogleSearch
8.8,1,0,GoogleAdWord
10.6,2,0,GoogleSearch
11.6,2,0,GoogleSearch
9.8,2,0,GoogleSearch
116.8,12,9.8,GoogleSearch
7.7,0,0,GoogleSearch
8.9,2,0,GoogleSearch
9.1,3,4,GoogleSearch
54.1,6,0,Directlink
8.5,2,0,GoogleSearch
9,1,0,GoogleSearch
14.5,2,0,GoogleSearch
9.7,2,0,GoogleSearch
64.9,7,27.2,Directlink
9.9,1,0,GoogleSearch
13,1,0,GoogleSearch
9.4,1,0,GoogleSearch
10,2,0,GoogleSearch
71.3,6,0,Directlink
10.1,2,0,GoogleSearch
8.7,0,0,GoogleSearch
10.7,2,0,GoogleSearch
7.9,1,0,GoogleSearch
13.3,1,2.4,GoogleSearch
13.9,3,0,GoogleSearch
68.5,6,25.9,Directlink
9.8,1,0,GoogleSearch
7.9,2,0,GoogleSearch
24.9,0,0,GoogleAdWord
78.3,4,0,Directlink
8.7,3,0,GoogleSearch
9.5,2,0,GoogleSearch
3.8,2,2.4,GoogleSearch
0.3,3,0,GoogleAdWord
9.9,4,0,GoogleSearch
8.5,2,0,GoogleSearch
9.3,2,0,GoogleSearch
7.5,0,0,GoogleSearch
103.3,14,7.5,GoogleSearch
1,2,0,GoogleAdWord
89.4,11,8.2,GoogleSearch
57.7,3,17.7,Directlink
58.1,6,9.8,GoogleSearch
7.5,2,0,GoogleSearch
11.4,2,0,GoogleSearch
48.3,5,19.9,Directlink
100.4,3,33.6,GoogleSearch
11.3,3,0,GoogleSearch
14.1,2,0,GoogleSearch
112.4,7,16.2,GoogleSearch
73.9,8,0,Directlink
69.9,18,4,GoogleSearch
8.7,3,0,GoogleSearch
81.4,11,7.5,GoogleSearch
12,2,0,GoogleSearch
10.8,0,0,GoogleSearch
7.8,1,0,GoogleSearch
9.6,1,0,GoogleSearch
10.8,2,0,GoogleSearch
11.9,3,0,GoogleSearch
8.9,3,0,GoogleSearch
7.9,1,0,GoogleSearch
41,9,0,Directlink
12.5,1,0,GoogleSearch
9.2,4,0,GoogleSearch
78.3,17,4.7,GoogleSearch
2.8,1,0,GoogleAdWord
12.9,1,0,GoogleSearch
10.5,3,0,GoogleSearch
61.2,6,24.4,Directlink
9.4,4,5,GoogleSearch
12,4,0,GoogleSearch
10.8,2,0,GoogleSearch
12,4,0,GoogleSearch
9.3,3,0,GoogleSearch
77.3,11,7.1,GoogleSearch
15.8,4,0,GoogleSearch
10.7,0,0,GoogleSearch
88,2,21.8,Directlink
7.3,1,0,GoogleSearch
72,5,14.5,GoogleSearch
10.9,2,0,GoogleSearch
8.7,4,0,GoogleSearch
15.3,2,0,GoogleAdWord
12.2,2,0,GoogleSearch
69.7,8,8.8,GoogleSearch
8.9,3,0,GoogleSearch
64.7,6,25.1,Directlink
89.7,1,89.8,GoogleSearch
1,1,0,GoogleAdWord
9.6,2,0,GoogleSearch
10.9,2,0,GoogleSearch
11.5,2,0,GoogleSearch
9.5,3,0,GoogleSearch
19,1,0,GoogleAdWord
7.7,2,0,GoogleSearch
7.2,2,0,GoogleSearch
8.6,3,0,GoogleSearch
8.5,1,0,GoogleAdWord
12,1,0,GoogleSearch
7.3,4,0,GoogleSearch
46.4,2,13.5,Directlink
11.7,2,0,GoogleSearch
12.5,1,0,GoogleSearch
11.9,2,0,GoogleSearch
8.9,3,0,GoogleSearch
8.1,2,0,GoogleSearch
7.6,0,0,GoogleSearch
8.8,1,0,GoogleSearch
12.7,2,0,GoogleSearch
3.9,2,0,GoogleSearch
5.8,2,0,GoogleSearch
13.5,2,0,GoogleSearch
72.2,5,0,Directlink
11.6,3,0,GoogleSearch
8.7,4,0,GoogleSearch
9.9,2,0,GoogleSearch
6.1,0,0.6,GoogleSearch
10.7,1,0,GoogleSearch
0.8,1,0,GoogleAdWord
12.2,1,0,GoogleSearch
8.2,2,0,GoogleSearch
10.2,1,0,GoogleSearch
9,2,0,GoogleSearch
76.8,6,0,Directlink
8.8,2,0,GoogleSearch
7.9,2,0,GoogleSearch
11.9,3,0,GoogleSearch
54.1,5,21,Directlink
6.7,3,0,GoogleAdWord
7.3,3,0,GoogleSearch
8.3,1,0,GoogleSearch
11,4,0,GoogleSearch
7.4,3,0,GoogleSearch
15.4,1,2.8,GoogleAdWord
12.6,2,0,GoogleSearch
8.1,2,0,GoogleSearch
10.3,3,0,GoogleSearch
8.9,1,0,GoogleSearch
11,2,0,GoogleSearch
8.7,2,0,GoogleSearch
13,3,0,GoogleSearch
10.8,4,0,GoogleSearch
1,1,0,GoogleAdWord
88.5,5,17.8,GoogleSearch
10.2,2,0,GoogleSearch
15.9,3,0,GoogleAdWord
1,2,0,GoogleAdWord
22.5,8,0,Directlink
36.9,8,0,Directlink
9.5,0,0,GoogleSearch
11.2,1,0,GoogleSearch
11,3,0,GoogleSearch
10.9,2,0,GoogleSearch
13.1,2,0,GoogleSearch
8.7,1,0,GoogleSearch
7.7,1,0,GoogleSearch
10.8,1,0,GoogleSearch
10.2,3,0,GoogleSearch
88.1,5,17.7,GoogleSearch
7.5,2,0,GoogleAdWord
10.6,2,0,GoogleSearch
55,6,9.3,GoogleSearch
9.9,2,0,GoogleSearch
11,4,0,GoogleSearch
11.5,1,0,GoogleSearch
11.3,3,0,GoogleSearch
51.3,7,0,Directlink
90.7,1,90.8,GoogleSearch
11.2,3,0,GoogleSearch
10.6,2,0,GoogleSearch
25.1,1,0,GoogleAdWord
9.8,1,0,GoogleSearch
9.5,3,0,GoogleSearch
12,3,0,GoogleSearch
11.8,1,0,GoogleSearch
12.6,1,2.3,GoogleSearch
8.9,2,0,GoogleSearch
8.6,3,0,GoogleSearch
78.7,6,13.2,GoogleSearch
28.6,1,0,GoogleAdWord
7,1,0,GoogleSearch
12.1,1,0,GoogleSearch
7.6,4,0,GoogleSearch
8.8,1,0,GoogleSearch
9,2,0,GoogleSearch
71.7,6,26.5,Directlink
62.9,6,10.6,GoogleSearch
9.1,2,0,GoogleSearch
6.3,2,0,GoogleSearch
7.8,1,0,GoogleSearch
8.8,2,0,GoogleSearch
11.7,3,0,GoogleSearch
10.7,2,0,GoogleSearch
8.8,3,0,GoogleSearch
8.7,3,0,GoogleSearch
10,2,0,GoogleSearch
9.5,2,0,GoogleSearch
8.6,0,0,GoogleSearch
9.5,4,0,GoogleSearch
83.5,11,7.7,GoogleSearch
13.2,2,0,GoogleAdWord
11.5,1,0,GoogleSearch
9.1,1,0,GoogleSearch
5.5,0,0,GoogleSearch
10.6,3,0,GoogleSearch
72,6,26.6,Directlink
12.6,2,0,GoogleSearch
9.9,3,0,GoogleSearch
62,11,0,Directlink
9.4,0,0,GoogleSearch
9,1,0,GoogleSearch
30.1,6,18.2,Directlink
1,2,0,GoogleAdWord
10,3,0,GoogleSearch
9.1,4,0,GoogleSearch
11.3,3,0,GoogleSearch
11.7,2,3.2,GoogleSearch
8.6,3,0,GoogleSearch
10.5,2,0,GoogleSearch
59,7,26,Directlink
8,1,0,GoogleSearch
13.3,2,0,GoogleSearch
9.1,3,0,GoogleSearch
61.9,4,15.6,GoogleSearch
11.3,1,0,GoogleSearch
103.7,1,103.8,GoogleSearch
9.6,2,3,GoogleSearch
10.8,3,0,GoogleSearch
10.3,2,3.1,GoogleSearch
91.7,12,7.7,GoogleSearch
14.5,1,0,GoogleSearch
11.4,1,0,GoogleSearch
8.9,0,0,GoogleSearch
9.8,2,0,GoogleSearch
9,3,0,GoogleSearch
10.1,2,0,GoogleSearch
3.5,1,0,GoogleAdWord
8.6,0,0,GoogleSearch
9.1,3,0,GoogleSearch
6.7,3,0,GoogleSearch
8.8,2,2.9,GoogleSearch
11.8,1,0,GoogleSearch
81.7,3,27.3,GoogleSearch
9.3,3,0,GoogleSearch
12.1,2,0,GoogleSearch
10.3,4,0,GoogleSearch
10.4,2,0,GoogleSearch
14.8,4,0,GoogleSearch
4.1,2,0,GoogleSearch
9.7,5,0,GoogleSearch
9.4,1,0,GoogleSearch
9.2,2,0,GoogleSearch
8.1,1,0,GoogleSearch
9,3,0,GoogleSearch
11.2,1,0,GoogleSearch
9.7,1,0,GoogleSearch
9.5,2,0,GoogleSearch
11.2,2,0,GoogleSearch
13.1,2,0,GoogleSearch
13.4,2,0,GoogleSearch
11,2,0,GoogleSearch
9.7,1,0,GoogleSearch
9.4,3,0,GoogleSearch
10.6,3,0,GoogleSearch
11.9,4,0,GoogleSearch
11.8,4,0,GoogleSearch
11.3,2,0,GoogleSearch
8.9,2,0,GoogleSearch
60,5,22.2,Directlink
93.1,7,32.8,Directlink
12.5,3,0,GoogleSearch
6.4,2,0,GoogleSearch
8.8,1,0,GoogleSearch
11.4,2,0,GoogleSearch
8.2,2,0,GoogleSearch
9.9,2,0,GoogleSearch
11.7,1,0,GoogleSearch
10.3,1,0,GoogleSearch
12.8,1,0,GoogleSearch
70.7,7,10.2,GoogleSearch
9.1,3,0,GoogleSearch
8.4,1,0,GoogleSearch
27.2,2,0,GoogleAdWord
4.9,1,0,GoogleAdWord
8.6,2,0,GoogleSearch
7.9,1,0,GoogleSearch
9.6,2,0,GoogleSearch
70.9,3,20.4,Directlink
10,3,0,GoogleSearch
9.9,1,0,GoogleSearch
71.1,8,9,GoogleSearch
16,0,0,GoogleAdWord
10.6,3,4.1,GoogleSearch
12.6,2,0,GoogleSearch
48.3,3,16.2,GoogleSearch
9,3,0,GoogleSearch
8.2,1,0,GoogleSearch
10.2,2,0,GoogleSearch
8.9,3,0,GoogleSearch
11.2,3,0,GoogleSearch
7.5,1,0,GoogleSearch
6.8,4,0,GoogleSearch
3.9,1,0,GoogleSearch
46.5,3,0,Directlink
6.7,2,0,GoogleSearch
9.7,2,0,GoogleSearch
8.4,2,0,GoogleSearch
9.8,1,0,GoogleSearch
11,4,0,GoogleSearch
80.8,3,27,GoogleSearch
12.8,1,0,GoogleSearch
7.5,1,0,GoogleSearch
1,2,0,GoogleAdWord
52.8,10,30.8,Directlink
9.9,2,0,GoogleSearch
1,2,4.1,GoogleAdWord
7.9,3,0,GoogleSearch
12.2,5,0,GoogleSearch
6.7,3,0,GoogleSearch
10.3,2,0,GoogleSearch
12,4,0,GoogleSearch
80.5,6,13.5,GoogleSearch
10.6,2,0,GoogleSearch
9.3,3,0,GoogleSearch
12.4,4,0,GoogleSearch
79.9,7,0,Directlink
11,2,0,GoogleSearch
9.3,2,0,GoogleSearch
24.3,1,0,GoogleAdWord
7,2,0,GoogleSearch
9.2,2,0,GoogleSearch
11,4,0,GoogleSearch
9.6,2,0,GoogleSearch
5.9,5,0,GoogleSearch
8.4,2,0,GoogleSearch
1,3,0,GoogleAdWord
58.9,12,5,GoogleSearch
6.3,1,0,GoogleSearch
8.6,1,0,GoogleSearch
30.2,0,0,GoogleAdWord
9.9,2,0,GoogleSearch
9.7,2,0,GoogleSearch
96.4,4,24.2,GoogleSearch
10.9,2,0,GoogleSearch
32.3,6,0,Directlink
10.1,2,0,GoogleSearch
9.9,1,0,GoogleSearch
9.5,0,0,GoogleSearch
9.4,2,0,GoogleSearch
86.7,10,8.8,GoogleSearch
9.5,2,0,GoogleSearch
6.8,1,0,GoogleSearch
14.2,1,0,GoogleSearch
5.8,2,0,GoogleSearch
9.2,1,0,GoogleSearch
61.9,13,4.9,GoogleSearch
8.6,3,0,GoogleSearch
9.9,2,0,GoogleSearch
7.1,4,0,GoogleSearch
9.4,1,0,GoogleSearch
6.9,2,0,GoogleSearch
9.5,3,0,GoogleSearch
9.4,1,0,GoogleSearch
10.4,2,0,GoogleSearch
10.1,2,3.1,GoogleSearch
10.3,2,0,GoogleSearch
11.5,3,0,GoogleSearch
10.3,1,0,GoogleSearch
101.9,6,17.1,GoogleSearch
8.7,2,0,GoogleSearch
45.8,8,0,Directlink
9.7,2,0,GoogleSearch
8,3,0,GoogleSearch
12.2,1,0,GoogleSearch
7.2,5,0,GoogleSearch
9.9,1,0,GoogleSearch
6.1,2,0,GoogleSearch
9.4,2,3,GoogleSearch
9.4,3,0,GoogleSearch
11.5,4,0,GoogleSearch
12.5,0,0,GoogleSearch
9.5,5,0,GoogleSearch
9.7,3,4,GoogleSearch
12.3,4,0,GoogleSearch
11.3,1,0,GoogleAdWord
80.1,6,28.2,Directlink
66.2,1,15.4,Directlink
7.1,2,0,GoogleSearch
11.6,1,0,GoogleSearch
9.8,5,0,GoogleSearch
8.9,4,0,GoogleSearch
7.2,3,0,GoogleSearch
7.4,2,0,GoogleSearch
12.2,0,0,GoogleSearch
29.1,1,3.5,GoogleAdWord
61.3,9,6.9,GoogleSearch
9.4,1,0,GoogleSearch
0.3,1,0,GoogleAdWord
9.4,2,0,GoogleSearch
28.4,1,0,GoogleSearch
9.8,3,0,GoogleSearch
8.6,2,0,GoogleSearch
1.7,1,0,GoogleAdWord
9.5,0,0,GoogleSearch
9,1,0,GoogleSearch
27.5,2,0,GoogleAdWord
11.9,1,0,GoogleSearch
11.4,3,0,GoogleSearch
10.5,4,0,GoogleSearch
7.4,1,0,GoogleSearch
11.9,2,0,GoogleSearch
81.5,11,7.5,GoogleSearch
8.5,2,2.9,GoogleSearch
10,1,0,GoogleSearch
91.2,2,45.7,GoogleSearch
4.2,3,0,GoogleSearch
7.2,2,0,GoogleSearch
103.2,11,9.5,GoogleSearch
8.5,2,2.9,GoogleSearch
11.8,1,0,GoogleSearch
7.6,1,0,GoogleSearch
10.8,3,0,GoogleSearch
11.8,4,0,GoogleSearch
10.9,2,0,GoogleSearch
10.8,3,0,GoogleSearch
9.3,3,0,GoogleSearch
12,1,0,GoogleSearch
8.1,2,0,GoogleSearch
69.2,5,0,Directlink
6.6,1,0,GoogleAdWord
11.4,1,0,GoogleSearch
98.4,14,7.1,GoogleSearch
14.2,2,0,GoogleSearch
20.7,3,0,GoogleAdWord
12.8,3,0,GoogleSearch
34.9,2,0,GoogleAdWord
10.3,3,0,GoogleSearch
11.5,2,0,GoogleSearch
48.4,9,27.9,Directlink
12.1,3,0,GoogleSearch
10,0,0,GoogleSearch
11.5,3,0,GoogleSearch
9.3,0,0,GoogleSearch
66,8,8.4,GoogleSearch
9.5,1,0,GoogleSearch
10.8,1,2.1,GoogleSearch
11.8,2,0,GoogleSearch
1,1,0,GoogleAdWord
11.3,0,0,GoogleSearch
11.2,2,0,GoogleSearch
10.3,3,0,GoogleSearch
6.3,2,2.7,GoogleSearch
11,4,0,GoogleSearch
8.3,0,0,GoogleSearch
9.5,2,0,GoogleSearch
7.7,3,0,GoogleSearch
55.2,7,25.2,Directlink
90.3,8,11.4,GoogleSearch
10.8,1,0,GoogleSearch
11.3,2,0,GoogleSearch
10.8,2,0,GoogleSearch
9.7,0,0,GoogleSearch
55.1,3,17.2,Directlink
8,3,0,GoogleSearch
96.3,8,12.2,GoogleSearch
71.7,6,12.1,GoogleSearch
12.1,1,0,GoogleSearch
75.4,11,0,Directlink
72.3,15,4.9,GoogleSearch
7.7,1,0,GoogleSearch
10.6,1,0,GoogleSearch
11,2,3.2,GoogleSearch
10.7,0,0,GoogleSearch
1.8,1,0,GoogleAdWord
11,3,0,GoogleSearch
67.2,6,25.6,Directlink
87.1,5,17.5,GoogleSearch
9.7,2,0,GoogleSearch
9.1,0,0,GoogleSearch
8.8,2,0,GoogleSearch
6.6,4,0,GoogleSearch
86.8,3,29,GoogleSearch
1,1,0,GoogleAdWord
8.4,3,0,GoogleSearch
9.3,2,0,GoogleSearch
10.4,1,0,GoogleSearch
12,3,0,GoogleSearch
1,1,0,GoogleAdWord
11.7,3,0,GoogleSearch
10.7,1,2.1,GoogleSearch
71.8,8,30.6,Directlink
108,8,13.6,GoogleSearch
12.2,1,0,GoogleSearch
12.4,3,0,GoogleSearch
10.8,1,0,GoogleSearch
10.4,2,0,GoogleSearch
1,1,0,GoogleAdWord
1,4,0,GoogleAdWord
11.6,1,0,GoogleSearch
10.8,2,0,GoogleSearch
11.9,4,0,GoogleSearch
9.3,3,0,GoogleSearch
64.1,8,8.1,GoogleSearch
10.1,0,0,GoogleSearch
107,12,9,GoogleSearch
73.6,5,0,Directlink
9.6,3,0,GoogleSearch
60.4,11,5.6,GoogleSearch
13.1,2,0,GoogleSearch
8,2,0,GoogleSearch
7.1,3,0,GoogleSearch
9.2,2,0,GoogleSearch
7.7,3,0,GoogleSearch
2.1,0,0,GoogleAdWord
20.9,1,0,GoogleAdWord
11.4,2,0,GoogleSearch
10,2,0,GoogleSearch
7.7,2,0,GoogleSearch
12.4,2,3.3,GoogleSearch
81.6,5,16.4,GoogleSearch
93.2,7,13.4,GoogleSearch
10.4,0,0,GoogleSearch
9.1,1,0,GoogleSearch
1,1,0,GoogleAdWord
71.6,11,6.6,GoogleSearch
8.2,2,0,GoogleSearch
10.4,3,0,GoogleSearch
8.9,2,0,GoogleSearch
92.1,10,9.3,GoogleSearch
7.4,3,3.8,GoogleSearch
11.9,2,0,GoogleSearch
8.3,3,0,GoogleSearch
10.8,1,0,GoogleSearch
6.9,2,0,GoogleSearch
7.6,3,0,GoogleSearch
6.8,3,0,GoogleSearch
6.8,1,0,GoogleSearch
8.6,2,2.9,GoogleSearch
10.9,2,0,GoogleSearch
9.9,3,0,GoogleSearch
4.2,3,0,GoogleSearch
59.6,5,0,Directlink
8,2,0,GoogleSearch
8,2,0,GoogleSearch
10.2,3,0,GoogleSearch
10.5,2,0,GoogleSearch
1.6,0,0,GoogleAdWord
8.3,1,0,GoogleSearch
5.7,1,0,GoogleSearch
7.2,1,0,GoogleSearch
10,1,0,GoogleSearch
90.5,5,18.2,GoogleSearch
71.9,3,0,Directlink
8.5,3,0,GoogleSearch
11,3,0,GoogleSearch
6.9,1,0,GoogleSearch
12.2,2,0,GoogleSearch
8.4,3,0,GoogleSearch
2.7,1,0,GoogleAdWord
11,1,0,GoogleSearch
15.3,1,0,GoogleSearch
10.5,0,0,GoogleSearch
1,0,0,GoogleAdWord
8.3,3,3.9,GoogleSearch
9.2,4,0,GoogleSearch
11.4,4,0,GoogleSearch
13.1,0,0,GoogleAdWord
11.3,1,0,GoogleSearch
7.9,4,0,GoogleSearch
8.3,3,0,GoogleSearch
11.6,2,0,GoogleSearch
12.5,2,0,GoogleSearch
11.4,1,0,GoogleSearch
10.8,6,0,GoogleSearch
84.5,8,10.7,GoogleSearch
9.2,3,0,GoogleSearch
9,3,0,GoogleSearch
11.2,1,0,GoogleSearch
10.1,2,0,GoogleSearch
7.8,2,0,GoogleSearch
9,1,1.9,GoogleSearch
87,11,8,GoogleSearch
9.9,2,0,GoogleSearch
11.9,2,0,GoogleSearch
9.9,1,0,GoogleSearch
58.4,4,0,Directlink
13.3,0,0,GoogleSearch
10.9,2,0,GoogleSearch
9.8,2,0,GoogleSearch
9.2,2,0,GoogleSearch
8.3,1,1.9,GoogleSearch
8.9,2,0,GoogleSearch
9.8,4,0,GoogleSearch
9.1,2,0,GoogleSearch
8.4,3,0,GoogleSearch
15.9,0,0,GoogleSearch
76.7,3,21.6,Directlink
11.2,1,0,GoogleSearch
9.7,3,0,GoogleSearch
80.8,8,10.2,GoogleSearch
68.3,5,0,Directlink
12.5,3,0,GoogleSearch
7.1,3,0,GoogleSearch
11.3,3,0,GoogleSearch
13.5,1,0,GoogleSearch
7.7,1,0,GoogleSearch
12.2,2,0,GoogleSearch
12.2,3,0,GoogleSearch
10.6,2,0,GoogleSearch
11,3,0,GoogleSearch
8.9,2,0,GoogleSearch
10.8,1,0,GoogleSearch
72.2,10,7.3,GoogleSearch
9.2,0,0,GoogleSearch
10.4,1,0,GoogleSearch
10,2,0,GoogleSearch
6.6,2,0,GoogleSearch
13.5,1,0,GoogleSearch
10.1,1,0,GoogleSearch
11.6,2,0,GoogleSearch
12,1,0,GoogleSearch
9.9,0,1,GoogleSearch
9.4,3,0,GoogleSearch
4.9,2,0,GoogleSearch
11.8,2,0,GoogleSearch
12.8,3,0,GoogleSearch
7,3,0,GoogleSearch
8.5,1,0,GoogleSearch
10.1,2,0,GoogleSearch
7.2,0,0,GoogleSearch
7.8,3,0,GoogleSearch
14.6,0,0,GoogleAdWord
76.7,5,0,Directlink
9.7,2,0,GoogleSearch
86.3,15,5.9,GoogleSearch
82.8,10,8.4,GoogleSearch
11.5,3,0,GoogleSearch
11.5,3,0,GoogleSearch
76,18,4.3,GoogleSearch
43.3,2,12.9,Directlink
11.9,0,0,GoogleSearch
10.5,3,0,GoogleSearch
10.2,2,0,GoogleSearch
7.7,4,0,GoogleSearch
118.7,3,39.7,GoogleSearch
8.2,3,0,GoogleSearch
11.5,2,0,GoogleSearch
7.2,2,0,GoogleSearch
9.1,2,0,GoogleSearch
11.8,3,4.2,GoogleSearch
7.9,1,0,GoogleSearch
8.8,0,0,GoogleSearch
7.9,2,0,GoogleSearch
8.4,3,0,GoogleSearch
71.8,5,24.6,Directlink
1,1,0,GoogleAdWord
11.1,0,0,GoogleSearch
62.4,7,26.7,Directlink
14.9,2,0,GoogleSearch
9.1,2,0,GoogleSearch
12,2,0,GoogleSearch
86.9,4,21.8,GoogleSearch
8.7,1,0,GoogleSearch
12.6,2,0,GoogleSearch
12.4,1,0,GoogleAdWord
11.7,2,0,GoogleSearch
6.8,1,0,GoogleSearch
16.9,1,2.9,GoogleAdWord
21.4,4,0,Directlink
9.4,1,0,GoogleSearch
10.7,3,4.1,GoogleSearch
46.1,3,15.4,Directlink
9.2,4,5,GoogleSearch
11.5,3,0,GoogleSearch
7.7,2,2.8,GoogleSearch
14.1,1,0,GoogleSearch
10,2,0,GoogleSearch
9.4,2,0,GoogleSearch
11,2,0,GoogleSearch
22.1,1,0,GoogleAdWord
10.7,2,0,GoogleSearch
6.2,0,0,GoogleAdWord
9.7,2,0,GoogleSearch
9,2,0,GoogleSearch
13.1,2,0,GoogleSearch
7.7,1,0,GoogleSearch
8.9,1,0,GoogleSearch
17.8,1,0,GoogleAdWord
9.2,2,0,GoogleSearch
7.2,2,0,GoogleSearch
9.1,2,0,GoogleAdWord
11.2,2,0,GoogleSearch
15.4,0,0,GoogleAdWord
10.6,1,0,GoogleSearch
3.2,1,0,GoogleAdWord
10.4,1,0,GoogleSearch
9.2,0,0,GoogleSearch
8.3,3,0,GoogleSearch
7.1,2,0,GoogleSearch
12.6,2,0,GoogleSearch
8.8,3,0,GoogleSearch
11.6,1,0,GoogleSearch
8.9,1,0,GoogleSearch
22.7,0,0,GoogleAdWord
1,1,2.1,GoogleAdWord
8,2,0,GoogleSearch
10.3,2,0,GoogleSearch
51.7,9,28.5,Directlink
4.6,1,0,GoogleSearch
1,0,0,GoogleAdWord
12.1,1,0,GoogleSearch
8.8,2,0,GoogleSearch
10.1,3,0,GoogleSearch
13.2,2,0,GoogleSearch
10.5,4,0,GoogleSearch
61.4,14,4.5,GoogleSearch
7.7,3,0,GoogleSearch
12,3,0,GoogleSearch
12.6,2,0,GoogleSearch
14.1,4,0,GoogleSearch
9,2,0,GoogleSearch
57.1,8,0,Directlink
76.3,8,0,Directlink
11,1,0,GoogleSearch
8.7,1,0,GoogleSearch
7.2,3,0,GoogleSearch
11.3,1,0,GoogleSearch
10.3,3,0,GoogleSearch
10.7,2,0,GoogleSearch
9.5,2,0,GoogleSearch
9.6,1,2,GoogleSearch
26.9,0,0,GoogleAdWord
19.3,0,0,GoogleAdWord
10,2,0,GoogleSearch
9.3,3,0,GoogleSearch
9.1,2,0,GoogleSearch
12.2,2,0,GoogleSearch
7.5,3,0,GoogleSearch
8.7,3,0,GoogleSearch
10.6,3,4.1,GoogleSearch
10.3,0,0,GoogleSearch
1,1,0,GoogleAdWord
68.4,12,5.8,GoogleSearch
10.7,4,0,GoogleSearch
8.4,2,0,GoogleSearch
9.2,2,0,GoogleSearch
77.7,13,6.1,GoogleSearch
59.7,3,0,Directlink
13.6,2,0,GoogleSearch
12.5,0,0,GoogleSearch
8.6,1,0,GoogleSearch
11.5,1,0,GoogleSearch
9,3,0,GoogleSearch
10.6,4,0,GoogleSearch
15.8,3,0,GoogleSearch
5.9,2,0,GoogleSearch
8.6,1,1.9,GoogleSearch
9.9,0,0,GoogleSearch
41.7,5,18.5,Directlink
9.2,2,0,GoogleSearch
22.2,1,0,GoogleAdWord
10,3,0,GoogleSearch
70.7,1,16.3,Directlink
66.7,2,33.4,GoogleSearch
10,1,0,GoogleSearch
12,0,0,GoogleSearch
7.8,2,0,GoogleSearch
8,3,0,GoogleSearch
8.9,4,0,GoogleSearch
11.1,4,0,GoogleSearch
12.5,3,0,GoogleSearch
77.7,8,9.8,GoogleSearch
10,2,0,GoogleSearch
83.4,7,0,Directlink
8.8,1,0,GoogleSearch
10.5,1,0,GoogleSearch
32.7,1,0,GoogleAdWord
9.5,4,0,GoogleSearch
1,1,0,GoogleAdWord
7.5,2,0,GoogleSearch
3.5,0,0,GoogleSearch
11.8,1,0,GoogleSearch
5.8,3,0,GoogleSearch
11.3,2,0,GoogleAdWord
11,1,0,GoogleSearch
8.3,1,0,GoogleSearch
61.6,5,12.4,GoogleSearch
80.1,6,13.5,GoogleSearch
11.8,2,0,GoogleSearch
7.9,2,0,GoogleSearch
9.8,2,0,GoogleSearch
10.9,2,0,GoogleSearch
13,2,0,GoogleSearch
8.9,2,0,GoogleSearch
10.8,1,0,GoogleSearch
82.7,14,6,GoogleSearch
9.7,2,0,GoogleSearch
12,2,3.3,GoogleSearch
1,4,0,GoogleAdWord
7.7,0,0,GoogleAdWord
10.3,4,0,GoogleSearch
59.1,8,0,Directlink
23.8,0,0,GoogleAdWord
13.9,2,0,GoogleSearch
10.1,2,0,GoogleSearch
11.5,3,0,GoogleSearch
11,2,0,GoogleSearch
7.7,3,0,GoogleSearch
7.1,1,0,GoogleAdWord
9.9,2,0,GoogleSearch
68.6,13,5.4,GoogleSearch
1,1,0,GoogleAdWord
39.6,5,0,Directlink
51.9,7,24.6,Directlink
53.5,6,0,Directlink
1,1,0,GoogleAdWord
90.3,10,9.1,GoogleSearch
12.3,2,0,GoogleSearch
8.3,1,0,GoogleSearch
82.4,4,20.7,GoogleSearch
9.6,3,0,GoogleSearch
1,0,0,GoogleAdWord
11.7,3,0,GoogleSearch
7.2,1,0,GoogleSearch
7.9,3,0,GoogleSearch
10,3,0,GoogleSearch
6.1,2,0,GoogleAdWord
11.6,2,0,GoogleSearch
8.5,1,0,GoogleSearch
11.8,1,0,GoogleSearch
25.5,1,0,GoogleAdWord
8.7,3,0,GoogleSearch
11.8,1,0,GoogleSearch
10.4,3,0,GoogleSearch
72.2,11,6.7,GoogleSearch
11.1,2,0,GoogleSearch
11.2,2,0,GoogleSearch
